id_daty_pk,data_przyjecia_wniosku,czy_wakacje,czy_wolne,dzien_tygodnia,czy_weekend,pora_roku
1125,2026-12-24,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1126,2026-12-25,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1127,2026-12-26,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1128,2026-12-27,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1129,2026-12-28,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1130,2026-12-29,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1131,2026-12-30,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1132,2026-12-31,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1133,2027-01-01,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1134,2027-01-02,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1135,2027-01-03,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1136,2027-01-04,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1137,2027-01-05,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1138,2027-01-06,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1139,2027-01-07,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1140,2027-01-08,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1141,2027-01-09,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1142,2027-01-10,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1143,2027-01-11,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1144,2027-01-12,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1145,2027-01-13,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1146,2027-01-14,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1147,2027-01-15,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1148,2027-01-16,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1149,2027-01-17,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1150,2027-01-18,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1151,2027-01-19,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1152,2027-01-20,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1153,2027-01-21,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1154,2027-01-22,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1155,2027-01-23,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1156,2027-01-24,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1157,2027-01-25,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1158,2027-01-26,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1159,2027-01-27,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1160,2027-01-28,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1161,2027-01-29,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1162,2027-01-30,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1163,2027-01-31,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1164,2027-02-01,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1165,2027-02-02,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1166,2027-02-03,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1167,2027-02-04,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1168,2027-02-05,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1169,2027-02-06,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1170,2027-02-07,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1171,2027-02-08,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1172,2027-02-09,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1173,2027-02-10,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1174,2027-02-11,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1175,2027-02-12,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1176,2027-02-13,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1177,2027-02-14,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1178,2027-02-15,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1179,2027-02-16,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1180,2027-02-17,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1181,2027-02-18,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1182,2027-02-19,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1183,2027-02-20,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1184,2027-02-21,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1185,2027-02-22,nie_wakacje,nie_wolne,Monday,nie_weekend,zima
1186,2027-02-23,nie_wakacje,nie_wolne,Tuesday,nie_weekend,zima
1187,2027-02-24,nie_wakacje,nie_wolne,Wednesday,nie_weekend,zima
1188,2027-02-25,nie_wakacje,nie_wolne,Thursday,nie_weekend,zima
1189,2027-02-26,nie_wakacje,nie_wolne,Friday,tak_weekend,zima
1190,2027-02-27,nie_wakacje,tak_wolne,Saturday,tak_weekend,zima
1191,2027-02-28,nie_wakacje,tak_wolne,Sunday,nie_weekend,zima
1192,2027-03-01,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1193,2027-03-02,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1194,2027-03-03,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1195,2027-03-04,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1196,2027-03-05,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1197,2027-03-06,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1198,2027-03-07,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1199,2027-03-08,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1200,2027-03-09,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1201,2027-03-10,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1202,2027-03-11,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1203,2027-03-12,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1204,2027-03-13,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1205,2027-03-14,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1206,2027-03-15,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1207,2027-03-16,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1208,2027-03-17,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1209,2027-03-18,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1210,2027-03-19,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1211,2027-03-20,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1212,2027-03-21,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1213,2027-03-22,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1214,2027-03-23,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1215,2027-03-24,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1216,2027-03-25,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1217,2027-03-26,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1218,2027-03-27,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1219,2027-03-28,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1220,2027-03-29,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1221,2027-03-30,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1222,2027-03-31,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1223,2027-04-01,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1224,2027-04-02,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1225,2027-04-03,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1226,2027-04-04,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1227,2027-04-05,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1228,2027-04-06,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1229,2027-04-07,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1230,2027-04-08,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1231,2027-04-09,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1232,2027-04-10,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1233,2027-04-11,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1234,2027-04-12,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1235,2027-04-13,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1236,2027-04-14,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1237,2027-04-15,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1238,2027-04-16,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1239,2027-04-17,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1240,2027-04-18,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1241,2027-04-19,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1242,2027-04-20,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1243,2027-04-21,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1244,2027-04-22,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1245,2027-04-23,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1246,2027-04-24,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1247,2027-04-25,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1248,2027-04-26,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1249,2027-04-27,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1250,2027-04-28,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1251,2027-04-29,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1252,2027-04-30,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1253,2027-05-01,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1254,2027-05-02,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1255,2027-05-03,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1256,2027-05-04,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1257,2027-05-05,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1258,2027-05-06,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1259,2027-05-07,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1260,2027-05-08,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1261,2027-05-09,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1262,2027-05-10,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1263,2027-05-11,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1264,2027-05-12,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1265,2027-05-13,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1266,2027-05-14,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1267,2027-05-15,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1268,2027-05-16,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1269,2027-05-17,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1270,2027-05-18,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1271,2027-05-19,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1272,2027-05-20,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1273,2027-05-21,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1274,2027-05-22,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1275,2027-05-23,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1276,2027-05-24,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1277,2027-05-25,nie_wakacje,nie_wolne,Tuesday,nie_weekend,wiosna
1278,2027-05-26,nie_wakacje,nie_wolne,Wednesday,nie_weekend,wiosna
1279,2027-05-27,nie_wakacje,nie_wolne,Thursday,nie_weekend,wiosna
1280,2027-05-28,nie_wakacje,nie_wolne,Friday,tak_weekend,wiosna
1281,2027-05-29,nie_wakacje,tak_wolne,Saturday,tak_weekend,wiosna
1282,2027-05-30,nie_wakacje,tak_wolne,Sunday,nie_weekend,wiosna
1283,2027-05-31,nie_wakacje,nie_wolne,Monday,nie_weekend,wiosna
1284,2027-06-01,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1285,2027-06-02,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1286,2027-06-03,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1287,2027-06-04,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1288,2027-06-05,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1289,2027-06-06,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1290,2027-06-07,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1291,2027-06-08,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1292,2027-06-09,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1293,2027-06-10,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1294,2027-06-11,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1295,2027-06-12,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1296,2027-06-13,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1297,2027-06-14,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1298,2027-06-15,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1299,2027-06-16,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1300,2027-06-17,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1301,2027-06-18,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1302,2027-06-19,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1303,2027-06-20,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1304,2027-06-21,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1305,2027-06-22,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1306,2027-06-23,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1307,2027-06-24,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1308,2027-06-25,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1309,2027-06-26,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1310,2027-06-27,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1311,2027-06-28,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1312,2027-06-29,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1313,2027-06-30,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1314,2027-07-01,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1315,2027-07-02,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1316,2027-07-03,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1317,2027-07-04,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1318,2027-07-05,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1319,2027-07-06,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1320,2027-07-07,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1321,2027-07-08,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1322,2027-07-09,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1323,2027-07-10,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1324,2027-07-11,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1325,2027-07-12,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1326,2027-07-13,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1327,2027-07-14,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1328,2027-07-15,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1329,2027-07-16,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1330,2027-07-17,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1331,2027-07-18,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1332,2027-07-19,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1333,2027-07-20,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1334,2027-07-21,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1335,2027-07-22,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1336,2027-07-23,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1337,2027-07-24,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1338,2027-07-25,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1339,2027-07-26,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1340,2027-07-27,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1341,2027-07-28,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1342,2027-07-29,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1343,2027-07-30,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1344,2027-07-31,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1345,2027-08-01,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1346,2027-08-02,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1347,2027-08-03,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1348,2027-08-04,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1349,2027-08-05,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1350,2027-08-06,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1351,2027-08-07,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1352,2027-08-08,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1353,2027-08-09,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1354,2027-08-10,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1355,2027-08-11,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1356,2027-08-12,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1357,2027-08-13,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1358,2027-08-14,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1359,2027-08-15,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1360,2027-08-16,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1361,2027-08-17,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1362,2027-08-18,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1363,2027-08-19,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1364,2027-08-20,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1365,2027-08-21,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1366,2027-08-22,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1367,2027-08-23,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1368,2027-08-24,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1369,2027-08-25,tak_wakacje,nie_wolne,Wednesday,nie_weekend,lato
1370,2027-08-26,tak_wakacje,nie_wolne,Thursday,nie_weekend,lato
1371,2027-08-27,tak_wakacje,nie_wolne,Friday,tak_weekend,lato
1372,2027-08-28,tak_wakacje,tak_wolne,Saturday,tak_weekend,lato
1373,2027-08-29,tak_wakacje,tak_wolne,Sunday,nie_weekend,lato
1374,2027-08-30,tak_wakacje,nie_wolne,Monday,nie_weekend,lato
1375,2027-08-31,tak_wakacje,nie_wolne,Tuesday,nie_weekend,lato
1376,2027-09-01,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1377,2027-09-02,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1378,2027-09-03,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1379,2027-09-04,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1380,2027-09-05,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1381,2027-09-06,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1382,2027-09-07,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1383,2027-09-08,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1384,2027-09-09,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1385,2027-09-10,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1386,2027-09-11,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1387,2027-09-12,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1388,2027-09-13,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1389,2027-09-14,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1390,2027-09-15,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1391,2027-09-16,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1392,2027-09-17,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1393,2027-09-18,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1394,2027-09-19,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1395,2027-09-20,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1396,2027-09-21,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1397,2027-09-22,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1398,2027-09-23,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1399,2027-09-24,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1400,2027-09-25,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1401,2027-09-26,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1402,2027-09-27,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1403,2027-09-28,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1404,2027-09-29,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1405,2027-09-30,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1406,2027-10-01,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1407,2027-10-02,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1408,2027-10-03,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1409,2027-10-04,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1410,2027-10-05,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1411,2027-10-06,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1412,2027-10-07,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1413,2027-10-08,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1414,2027-10-09,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1415,2027-10-10,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1416,2027-10-11,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1417,2027-10-12,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1418,2027-10-13,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1419,2027-10-14,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1420,2027-10-15,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1421,2027-10-16,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1422,2027-10-17,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1423,2027-10-18,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1424,2027-10-19,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1425,2027-10-20,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1426,2027-10-21,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1427,2027-10-22,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1428,2027-10-23,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1429,2027-10-24,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1430,2027-10-25,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1431,2027-10-26,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1432,2027-10-27,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1433,2027-10-28,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1434,2027-10-29,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1435,2027-10-30,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
